name,epigenetics
845,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
846,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
847,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9546666741371155,0.9546666741371155,0.9546666741371155,0"
848,"0,0,0,0,0.95633331934611,0.95633331934611,0.95633331934611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7706666588783264,0.7706666588783264,0.7706666588783264,0,0,0,0,0,0,0,0,0"
849,"0.9086666703224182,0.9086666703224182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972000002861023,0.972000002861023,0.972000002861023,0,0,0,0,0,0,0.9353333314259847,0.9353333314259847,0.9353333314259847,0,0,0,0"
850,"0,0,0,0,0,0,0,0,0.9303333361943563,0.9303333361943563,0.9303333361943563,0.9520000219345093,0.9520000219345093,0.9520000219345093,0,0,0,0.9726666808128357,0.9726666808128357,0.9726666808128357,0.9606666763623556,0.9606666763623556,0.9606666763623556,0,0,0,0,0,0,0.9913333257039388,0.9913333257039388,0.9913333257039388"
851,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
852,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9643333355585734,0.9643333355585734,0.9643333355585734,0,0,0,0,0,0,0,0,0,0,0,0"
853,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
854,"0,0,0,0,0.9626666704813639,0.9626666704813639,0.9626666704813639,0,0.9423333406448364,0.9423333406448364,0.9423333406448364,0,0,0,0,0,0,0.9536666671435038,0.9536666671435038,0.9536666671435038,0,0,0,0,0,0,0,0,0,0,0,0"
855,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8970000147819519,0.8970000147819519,0.8970000147819519,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
856,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8970000147819519,0.8970000147819519,0.8970000147819519,0,0,0,0,0,0,0,0,0,0,0,0,0"
857,"0.9380000034968058,0.9380000034968058,0.9380000034968058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
858,"0,0,0,0,0.9723333319028219,0.9723333319028219,0.9723333319028219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
859,"0,0.9380000034968058,0.9380000034968058,0.9380000034968058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
860,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
861,"0,0,0,0,0,0,0,0.975000003973643,0.975000003973643,0.975000003973643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
862,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
863,"0,0,0,0,0,0,0,0,0.9113333423932394,0.9113333423932394,0.9113333423932394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
864,"0,0.8810000022252401,0.8810000022252401,0.8810000022252401,0,0,0,0,0,0,0.984666665395101,0.984666665395101,0.984666665395101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
865,"0,0,0,0,0,0,0,0,0,0,0.9416666626930237,0.9416666626930237,0.9416666626930237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
866,"0,0,0,0,0,0,0,0,0,0,0,0.9193333387374878,0.9193333387374878,0.9193333387374878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
867,"0,0.7116666634877523,0.7116666634877523,0.7116666634877523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
868,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
869,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
870,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
871,"0.2303333282470703,0.2303333282470703,0,0,0,0,0,0,0,0.1583333338300387,0.1583333338300387,0.1583333338300387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
872,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
873,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9780000050862631,0.9780000050862631,0.9780000050862631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
874,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
875,"0,0,0,0,0,0,0,0,0.3349999984105428,0.3349999984105428,0.3349999984105428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5223333338896433,0.5223333338896433,0.6290000180403391,0.6290000180403391,0.6290000180403391"
876,"0,0,0,0,0,0.6080000003178915,0.6080000003178915,0.6080000003178915,0,0,0,0,0,0,0.48633333047231037,0.48633333047231037,0.48633333047231037,0,0,0,0.5666666626930237,0.5666666626930237,0.5666666626930237,0,0,0.6086666584014893,0.6086666584014893,0.6086666584014893,0,0,0,0"
877,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
878,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
879,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
880,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
881,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
882,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
883,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
884,"0,0,0,0,0,0,0,0,0.05833333358168602,0.05833333358168602,0.0,0.0,0.0,0.017533333351214726,0.017533333351214726,0.017533333351214726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
885,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07986666510502498,0.07986666510502498,0.07986666510502498,0,0,0,0,0.037733333806196846,0.037733333806196846,0.041333332657814026,0.041333332657814026,0.041333332657814026,0,0,0"
886,"0,0,0,0,0,0,0,0,0,0,0.9610000054041544,0.9610000054041544,0.9610000054041544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
887,"0,0.9879999955495199,0.9879999955495199,0.9633333285649618,0.9633333285649618,0.9633333285649618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9883333245913187,0.9883333245913187,0.9453333218892416,0.9453333218892416,0.9453333218892416,0,0,0,0,0,0"
888,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
889,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968666672706604,0.968666672706604,0.968666672706604,0"
890,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
891,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
892,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
893,"0,0,0,0,0.9663333296775818,0.9663333296775818,0.9663333296775818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
894,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
895,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
896,"0,0,0,0,0,0.9769999980926514,0.9769999980926514,0.9769999980926514,0,0,0,0,0,0.9733333388964335,0.9733333388964335,0.9733333388964335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
897,"0,0,0.9546666542689005,0.9546666542689005,0.9546666542689005,0,0,0,0,0,0,0,0.9449999928474426,0.9449999928474426,0.9449999928474426,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0"
898,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8403333425521851,0.8403333425521851,0.8403333425521851,0,0"
899,"0,0,0,0,0,0,0,0,0,0,0.9733333388964335,0.9733333388964335,0.9733333388964335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
900,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9769999980926514,0.9769999980926514,0.9769999980926514,0,0,0.9536666671435038,0.9536666671435038,0.9536666671435038,0,0,0,0,0,0,0,0,0,0"
901,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9733333388964335,0.9733333388964335,0.9733333388964335,0,0,0,0,0,0,0,0,0,0,0"
902,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
903,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
904,"0,0,0,0,0,0,0,0,0,0,0,0.9099999864896139,0.9099999864896139,0.9099999864896139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
905,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039300000915924706,0.039300000915924706,0.039300000915924706,0,0,0,0,0.06989999984701474,0.06989999984701474"
906,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
907,"0,0,0,0,0,0,0,0.032166666040817894,0.032166666040817894,0.032166666040817894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
908,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953000009059906,0.953000009059906,0"
909,"0,0,0,0,0,0,0,0,0,0.9909999966621399,0.9909999966621399,0.9909999966621399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
910,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9313333431879679,0.9313333431879679,0.9313333431879679,0,0,0,0,0,0,0,0"
911,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887333333492279,0.887333333492279,0.887333333492279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
912,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987333337465922,0.987333337465922,0.987333337465922,0,0,0,0,0.9776666760444641,0.9776666760444641,0.9776666760444641,0,0,0,0,0"
913,"0,0,0.887333333492279,0.887333333492279,0.887333333492279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
914,"0,0,0,0,0,0,0,0,0,0.9699999888737997,0.9699999888737997,0.9699999888737997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
915,"0,0,0,0,0,0,0,0,0,0,0.9086666703224182,0.9086666703224182,0.9086666703224182,0,0,0,0,0,0,0.9926666617393494,0.9926666617393494,0.9926666617393494,0,0,0,0,0,0,0,0,0,0"
916,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
917,"0,0.2173333317041397,0.2173333317041397,0.2173333317041397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
918,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8556666572888693,0.8556666572888693,0.8556666572888693,0,0,0,0,0,0,0,0,0,0,0,0"
919,"0.8556666572888693,0.8556666572888693,0.8556666572888693,0,0,0,0,0,0,0,0,0,0,0,0,0.9393333196640015,0.9393333196640015,0.9393333196640015,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
920,"0.9473333358764648,0.9473333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
921,"0.7700000007947286,0.7700000007947286,0,0,0,0,0,0.9340000152587891,0.9340000152587891,0.9340000152587891,0.8676666816075643,0.8676666816075643,0.8676666816075643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
922,"0,0,0.9459999998410543,0.9459999998410543,0.9459999998410543,0,0,0,0,0,0,0,0,0.9709999958674113,0.9709999958674113,0.9709999958674113,0,0,0,0,0.8130000034968058,0.8130000034968058,0.8130000034968058,0,0,0,0,0,0,0,0,0"
923,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
924,"0,0.8246666590372721,0.8246666590372721,0.8246666590372721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
925,"0,0,0,0,0.4333333472410838,0.4333333472410838,0.4333333472410838,0,0.2736666661997636,0.2736666661997636,0.2736666661997636,0,0,0,0,0,0,0.38200000921885174,0.38200000921885174,0.38200000921885174,0,0,0,0,0,0,0,0,0,0,0,0"
926,"0.025266666586200397,0.025266666586200397,0,0.0640333319703738,0.0640333319703738,0.0640333319703738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0"
927,"0,0,0,0,0.9503333369890848,0.9503333369890848,0.9503333369890848,0,0,0,0,0,0,0,0,0.8616666793823242,0.8616666793823242,0.8616666793823242,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
928,"0,0,0,0,0.9713333447774252,0.9713333447774252,0.9713333447774252,0,0,0,0,0,0,0,0.940666655699412,0.940666655699412,0.940666655699412,0,0,0,0,0,0,0,0,0.9503333369890848,0.9503333369890848,0.9503333369890848,0,0,0,0"
929,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
930,"0,0.8990000089009603,0.8990000089009603,0.8990000089009603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
931,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
932,"0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026733333865801494,0.026733333865801494"
933,"0,0,0,0.9789999922116598,0.9789999922116598,0.9789999922116598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981333335240682,0.981333335240682,0.981333335240682,0,0,0,0"
934,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
935,"0,0.05473333348830541,0.05473333348830541,0.05473333348830541,0.020499999945362408,0.020499999945362408,0.020499999945362408,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.039833332101504006,0.039833332101504006,0.039833332101504006,0,0,0,0,0,0,0,0,0"
936,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9873333175977071,0.9873333175977071,0.9873333175977071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
937,"0,0,0,0,0,0,0,0,0,0,0.984333336353302,0.984333336353302,0.984333336353302,0,0,0,0,0,0,0,0,0,0,0,0.9833333293596903,0.9833333293596903,0.9833333293596903,0.9783333341280619,0.9783333341280619,0.9783333341280619,0,0"
938,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9630000193913778,0.9630000193913778,0.9630000193913778,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
939,"0,0,0,0,0.9630000193913778,0.9630000193913778,0.9630000193913778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
940,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984000007311503,0.984000007311503,0.984000007311503,0.9486666719118754,0.9486666719118754,0.9486666719118754,0"
941,"0,0.9363333384195963,0.9363333384195963,0.9363333384195963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
942,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9566666682561239,0.9566666682561239,0.9566666682561239,0,0,0,0,0,0,0,0,0"
943,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
944,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9483333230018616,0.9483333230018616,0.9483333230018616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
945,"0,0,0,0,0,0,0,0,0,0.9450000127156576,0.9450000127156576,0.9450000127156576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
946,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8446666598320007,0.8446666598320007,0.8446666598320007,0,0,0,0,0,0,0,0,0,0,0,0"
947,"0,0,0.9669999877611796,0.9669999877611796,0.9669999877611796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
948,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8766666650772095,0.8766666650772095,0.8766666650772095,0,0,0,0,0,0,0,0,0,0,0,0"
949,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.984000007311503,0.984000007311503,0.984000007311503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
950,"0,0,0,0,0,0,0,0,0,0,0.9513333439826965,0.9513333439826965,0.9513333439826965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
951,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9409999847412109,0.9409999847412109,0.9409999847412109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
952,"0,0,0,0,0,0,0,0,0,0,0,0.9646666646003723,0.9646666646003723,0.9646666646003723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
953,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
954,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
955,"0,0,0,0,0,0,0,0,0,0.9736666679382324,0.9736666679382324,0.9736666679382324,0,0,0,0,0,0,0,0,0,0.9830000003178915,0.9830000003178915,0.9830000003178915,0.9496666590372721,0.9496666590372721,0.9496666590372721,0,0,0,0,0"
956,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8523333271344503,0.8523333271344503,0.8523333271344503,0"
957,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
958,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9799999992052714,0.9799999992052714,0.9799999992052714,0,0,0,0,0,0,0"
959,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
960,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9726666609446207,0.9726666609446207,0.9726666609446207,0,0,0,0.9850000143051147,0.9850000143051147,0.9850000143051147,0,0,0"
961,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9756666620572408,0.9756666620572408,0.9756666620572408,0.9589999914169312,0.9589999914169312,0.9589999914169312,0,0,0,0,0,0,0,0,0,0,0,0"
962,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
963,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
964,"0,0,0,0,0,0,0,0,0,0,0,0.06423333411415418,0.06423333411415418,0.06423333411415418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
965,"0,0,0,0,0,0,0,0,0,0,0.9259999990463257,0.9259999990463257,0.9259999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
966,"0,0,0,0,0,0.9543333450953165,0.9543333450953165,0.9543333450953165,0,0,0,0,0,0.9613333344459534,0.9613333344459534,0.9613333344459534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
967,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
968,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
969,"0,0.9506666660308838,0.9506666660308838,0.9506666660308838,0,0,0,0.9536666671435038,0.9536666671435038,0.9536666671435038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
970,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
971,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
972,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9486666520436605,0.9486666520436605,0.9486666520436605,0,0,0,0,0,0,0,0,0,0,0,0"
973,"0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.02526666596531868,0.02526666596531868,0.02526666596531868,0,0,0,0,0,0,0,0,0,0,0.024666666984558105,0.024666666984558105,0.024666666984558105,0,0,0,0"
974,"0,0.5286666750907898,0.5286666750907898,0.5286666750907898,0,0,0,0,0,0,0.5436666707197825,0.5436666707197825,0.5436666707197825,0.6196666757265726,0.6196666757265726,0.6309999823570251,0.6309999823570251,0.6309999823570251,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
975,"0,0,0,0,0,0,0,0,0.551666667064031,0.551666667064031,0.551666667064031,0,0,0,0,0.6446666717529297,0.6446666717529297,0.6446666717529297,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
976,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9486666719118754,0.9486666719118754,0.9486666719118754,0,0,0,0,0,0,1.0,1.0,1.0,0"
977,"0,0.9619999925295512,0.9619999925295512,0.9619999925295512,0.9193333387374878,0.9193333387374878,0.9193333387374878,0,0,0,0,0.9783333341280619,0.9783333341280619,0.9783333341280619,0,0,0,0,0,0,0,0,0.972000002861023,0.972000002861023,0.972000002861023,0,0,0,0,0,0,0"
978,"0.9526666601498922,0.9526666601498922,0,0.9823333422342936,0.9823333422342936,0.9823333422342936,0,0,0,0,0,0,0,0,0.9043333331743876,0.9043333331743876,0.9043333331743876,0,0,0,0,0,0,0,0,0.9856666525204977,0.9856666525204977,0.9856666525204977,0,0,0,0"
979,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815666675567627,0.815666675567627"
980,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9306666652361552,0.9306666652361552,0.9306666652361552"
981,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9623333414395651,0.9623333414395651,0.9780000050862631,0.9780000050862631,0.9780000050862631,0"
982,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
983,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
984,"0,0,0,0,0,0.9333333373069763,0.9333333373069763,0.9333333373069763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
985,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
986,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9636666576067606,0.9636666576067606,0.9636666576067606,0,0,0"
987,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
988,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
989,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
990,"0,0,0,0,0,0,0,0,0.9736666679382324,0.9736666679382324,0.9736666679382324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
991,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
992,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
993,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9300000071525574,0.9300000071525574,0.9300000071525574,0,0,0,0,0,0,0,0,0"
994,"0,0,0,0,0,0,0,0,0.9696666797002157,0.9696666797002157,0.9696666797002157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
995,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.9506666858990988,0.9506666858990988,0.9506666858990988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
996,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9730000098546346,0.9730000098546346,0.9730000098546346,0,0,0,0,0,0,0,0,0,0"
997,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981333335240682,0.981333335240682,0.981333335240682,0,0,0"
998,"0,0,0,0,0,0,0,0,0,0,0,0.9409999847412109,0.9409999847412109,0.9409999847412109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
999,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1000,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
